sl_no,text,Label
67,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
68,"spiders on drugs is still one of, if not, my favourite videos on the internet",1
69,"@TheAgim @BMBeavers @bakers_daoLFG If it weren’t for drugs, booze, and being lazy Theo here would be a bad ass! https://t.co/PHVH8gmMjY",1
70,"These two fcking little idiots are fawned over by the UK MSM, 
His claim to fame is record numbers of knife and violent crimes
Her claim to fame is highest number of drugs deaths and destroying Scotland....
Everything wrong in the UK 👇 https://t.co/k0D6DNGHrB",1
71,"KDJ then started to hurt himself. Started taking drugs and consuming more alcohol than usual. All just to feel things because everything was draining for him. Not being able to be yourself, losing everything. He didn’t want to think and drown in his thoughts, drown in what ifs",1
72,"They kept quiet when a Zimbabwean killed SA women.

They keep quiet when foreigners are caught selling drugs.

They kept quiet when foreigners attacked the police.

The same captured politicians are now vocal about Dr. Phophi.

Patriotism reigns supreme. #PutSouthAficansFirst",1
73,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
74,"Quite something! ""The Scourge of our Age"". Not terrorism, not poverty, not drugs deaths, not inflation, not the cost of living crisis, not homelessness but women who object to sexist caricatures.

Still, it's easier for this MP to punch down at women than sort out the tough stuff https://t.co/oNIpCFLqIy",1
75,"Lesbians United’s review of the evidence on puberty suppression is out NOW as a free PDF. “Puberty Suppression: Medicine or Malpractice?” cites over 300 sources, and catalogs over 100 side effects of puberty-suppressing drugs. Get it at https://t.co/zEWvZ9yiYF (1/8) https://t.co/2osNInepOp",1
76,"Make a difference by saying no to drugs !

#Drugfreepeshawar
#commisionersghazi
#SocialReintegration",1
77,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
78,"losing my mind over the characterization of tommys character in this fic bc its so accurate to his streamer persona😭 just read the sentence “Fuck it, he thinks, scooting to the edge of the nest and pulling the tray in. If he’s having a little vacation he might as well try drugs”",1
79,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
80,Rue stole them drugs. Maddy and Cassie ruined completely. Cal still standing. Ashtray gone and Fez future just in the gutter. Kat finna get sent to boarding school with no warning. Gia still peeking behind doors. It’s getting bad.,1
81,"In the Harehills district of Leeds rival African gangs traded blows with machetes. 

The @WestYorksPolice found two blades &amp; a quantity of Class A drugs were recovered.

Always remember the mantra: 

Diversity is our strength. https://t.co/pTCwDnmTQA",1
82,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
83,"Pedophiles pursue kids without penalty. Trans activists traffic puberty-blocking drugs to minors without penalty. Drag queens gyrate for children without penalty.

Penalties only apply if we misgender the perpetrators or ""incite violence"" against them by noticing their crimes. https://t.co/nVTzJYiUKx",1
84,"Post Exposure Prophylaxis (PEP)  is the use of antiretroviral drugs after a single high-risk event to prevent HIV infection. To be effective, PEP must be started as soon as possible and within 72 hours after a high-risk exposure. https://t.co/828kvRaqVb",1
85,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
86,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
87,"@Mohamme90939901 Cherie blar, and her HUMAN RIGHTS briefs, are the only ones that benefit from this.
We dont, our kids are sold into prostitution, or killed by drugs, our cities become warzones, (look at london) moped riding gangsters robbing jewelers.

I guess a civil war is needed here too.",1
88,@ALS_Ambassadors @MMoutsoulas @HaterAls It's not the first time I've witnessed this bullying behavior towards other #ALS patients who choose to say no to drugs.,1
89,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
90,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
91,"""You are only able to create such art if you are that high dose of such drugs"" LOLOLOL bruhhhhh I think this also still wraps the mindset why people despise people in the art industry WTF",1
92,Finland’s PM passed her drugs test – now for the rest of the world leaders https://t.co/vIpg4I4tgw,1
93,Yet another young star ruined by drugs…😔 https://t.co/CpJttVnLEI https://t.co/183O3w4w0Z,1
94,"Once again I’ve been told I’m a ‘liar’ as well as being accused of ‘chasing likes’ 🤦🏻‍♀️
For anyone who genuinely believes I somehow ‘enjoyed’ the fact my partner got injured, you’re a cretin. We have a duty to report the truth. His arm after clot-buster drugs👇🏻 https://t.co/G4rcuxDE7Q",1
95,"@vaesamyn @vincelauro @CNN Only a small portion of homeless have a level of mental illness that prevents them from functioning in society (I've been working with homeless for 27 years).  

The vast majority choose poorly (drugs and alcohol) or simply do not want any help.",1
96,"You want your student loans paid for?…
How about you stop doing drugs, stop going to Starbucks every morning, stop door dashing every meal, stop buying designer clothes, stop going out every weekend and getting drunk.",1
97,"In the Harehills district of Leeds rival African gangs traded blows with machetes. 

The @WestYorksPolice found two blades &amp; a quantity of Class A drugs were recovered.

Always remember the mantra: 

Diversity is our strength. https://t.co/pTCwDnmTQA",1
98,"Pedophiles pursue kids without penalty. Trans activists traffic puberty-blocking drugs to minors without penalty. Drag queens gyrate for children without penalty.

Penalties only apply if we misgender the perpetrators or ""incite violence"" against them by noticing their crimes. https://t.co/nVTzJYiUKx",1
99,Yet another young star ruined by drugs…😔 https://t.co/CpJttVnLEI https://t.co/183O3w4w0Z,1
100,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
101,"This is Christine Grady, head of the NIH bioethics - the company that approves drugs for the FDA https://t.co/tap8kjbg6F

And this is her husband. https://t.co/Qp6U6uVF28",1
102,"conducted barangay visitation and information drive on Anti-Illegal Drugs Campaign on R.A. 7877 otherwise known as “Sexual Harassment Act of 1995” to the barangay workers of Barangay Capucao P, Ozamiz City. https://t.co/nutGtVR1u4",1
103,"Our Ubuntu brought us drugs.
Our Ubuntu brought us Human trafficking.
Our Ubuntu made it possible for our hijacked cars to cross illegal to Zimbabwe and Mozambique.
Our Ubuntu brought us car spikes.
Our Ubuntu made us lose Kasi economy.🇿🇦",1
104,&amp; y’all are dumb AF for wanting to decriminalize certain drugs — especially cocaine. https://t.co/e9KL4E9rRD,1
105,"SUSHANT never consumed drugs by himself
Sushant was not a druggy
It's NCB's duty to find out who drugged him witout his consent

#JusticeForSushantSinghRajput
#BoycottBollywood
SUSHANT WAS BRUTALLY MURDERD.
 Disappointed By Injustice 2SSR
@IPS_Association @narcoticsbureau @dir_ed",1
106,"Not drugs. His voice was solemn We gain
An empire there isn't ے⁦نون⁩- . The only loss    ك̷و̷د̶⁩ ⁦̸خ̷ص̸م̴⁩  .   is the best part https://t.co/CgoxhQ8Frl",1
107,"Continuous distribution of facemask conducted by this station led by PCpl Jun Decena in brgy Laang, Lagangilang Abra and briefly disseminated the adverse effects of illegal substance abuse, salient points of RA9165 and solicited their assistance to curb illegal drugs activity. https://t.co/cfQz6rFurZ",1
108,"Pedophiles pursue kids without penalty. Trans activists traffic puberty-blocking drugs to minors without penalty. Drag queens gyrate for children without penalty.

Penalties only apply if we misgender the perpetrators or ""incite violence"" against them by noticing their crimes. https://t.co/nVTzJYiUKx",1
109,"Nevr forget u r investigating a person's mysterious death case whose intelligence is unquestionable

If Sushant ws consuming n financing drugs being aware of its illigalities,y he sud let tem to mk such vdo which cn b threat to him later..
@dg_ncb
 Disappointed By Injustice 2SSR https://t.co/cKfyZ6JhKV",1
110,"Nevr forget u r investigating a person's mysterious death case whose intelligence is unquestionable

If Sushant ws consuming n financing drugs being aware of its illigalities,y he sud let tem to mk such vdo which cn b threat to him later..
@dg_ncb
 Disappointed By Injustice 2SSR https://t.co/cKfyZ6JhKV",1
111,@ellisccfc03 @fr3nchth3k1d No mate they just go for cheap drugs and weekend listening to music with their pals. not bad if you ask me,1
112,"TW Drugs drug abuse cocaine coke blow
.
.
.
.
.
Sorry for the edgy Klavier but I just like it when rock stars are all fucked up https://t.co/43fML8unTa",1
113,"These two fcking little idiots are fawned over by the UK MSM, 
His claim to fame is record numbers of knife and violent crimes
Her claim to fame is highest number of drugs deaths and destroying Scotland....
Everything wrong in the UK 👇 https://t.co/k0D6DNGHrB",1
114,"Addressing the participants, former DGANF Major General Ghulam Shabbir Narejo briefly covered the achievements of the department under his leadership. He shared his experiences as the head of the force in the mission to eradicate the menace of drugs from the society.
(4/7)",1
115,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
116,"Once again I’ve been told I’m a ‘liar’ as well as being accused of ‘chasing likes’ 🤦🏻‍♀️
For anyone who genuinely believes I somehow ‘enjoyed’ the fact my partner got injured, you’re a cretin. We have a duty to report the truth. His arm after clot-buster drugs👇🏻 https://t.co/G4rcuxDE7Q",1
117,"SUSHANT never consumed drugs by himself
Sushant was not a druggy
It's NCB's duty to find out who drugged him witout his consent

#JusticeForSushantSinghRajput
#BoycottBollywood
SUSHANT WAS BRUTALLY MURDERD.
 Disappointed By Injustice 2SSR
@IPS_Association @narcoticsbureau @dir_ed",1
118,"I would’ve voted YES, Dr. Oz would’ve voted NO

More affordable energy + health care + prescription drugs for PA residents

Thanks, Inflation Reduction Act 🥰
https://t.co/ADowBh0NR7",1
119,"@Rene_noire •Drugs and meditations
•Shelter for new chicks
•Electricity and wiring for the birds at night
.Feeding, water basins and channels
•Miscellaneous and transportation
The above listed expenses are what is needed to kickstart my poultry farming business. The space/location for",1
120,College loans are predatory but there is nothing predatory about giving chemical castration drugs to a 12 year old. Legal adults cannot be expected to understand the terms of their loans but 4 year olds can be expected to choose their own gender.,1
121,@1mdm01 @RvN1776 You on drugs,1
122,noncon but where person a drugs person b with an aphrodisiac and then themselves with a paralytic so person b is forced to 'rape' their unconscious body and b spends the whole time wracked with guilt but it feels so good and they cant stop meanwhile 'unconscious' a is loving it,1
123,"Boris Johnson having an unknown number of children with multiple women? Well,just Boris being Boris. Donald Trump paying large sums of money to pornography star? Boys being boys.A woman dancing with her friends in a living room, though? DRUG TEST THE WITCH https://t.co/73i7RuInAo",1
124,@nationalpost And why do ppl thing drugs users are bad at their job? I use drugs for over 50 years.  I was the guy fixing the machines. Mixed the chemicals for them.Worked 15 to 20 hours when it's buzy.  Fixed almost every problem in 5 shops.  And did it for over 35 years while using drugs.,1
125,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
126,"Most people don't realize primary care physicians, nurse practitioners &amp; physician assistants prescribing you these psychiatric drugs are completely acting outside their boundaries of competence.

Its pharma marketing departments driving recommendations.

It's a house of cards",1
127,"In #Tajikistan, @UNODC_HIV together with people who use drugs and with the support of @UNAIDS and @USAID, is organizing a national training to build country capacity to implement an integrated program on #HIV prevention, treatment and care.  #EndingAIDS #EndInequalities #SDG3 https://t.co/6Vmr8rzOau",1
128,"Our Ubuntu brought us drugs.
Our Ubuntu brought us Human trafficking.
Our Ubuntu made it possible for our hijacked cars to cross illegal to Zimbabwe and Mozambique.
Our Ubuntu brought us car spikes.
Our Ubuntu made us lose Kasi economy.🇿🇦",1
129,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
130,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
131,"@BillboardChris Big 💰to be made.
These drugs/surgeries set them up for a lifetime of medical consequences and issues, turning them into lifelong cash cows for Big Pharma,and drain med resources with costs placed squarely on the backs of taxpayers.
These mutilations are big 💰for MD’s &amp; Pharma🤬",1
132,@soneswifts @swifttanic @HollowsBreez @thankunzxt @PopBase babe lmao what kind of drugs do u use i want them too https://t.co/wx4u2QAs5e,1
133,Rue stole them drugs. Maddy and Cassie ruined completely. Cal still standing. Ashtray gone and Fez future just in the gutter. Kat finna get sent to boarding school with no warning. Gia still peeking behind doors. It’s getting bad.,1
134,"In the Harehills district of Leeds rival African gangs traded blows with machetes. 

The @WestYorksPolice found two blades &amp; a quantity of Class A drugs were recovered.

Always remember the mantra: 

Diversity is our strength. https://t.co/pTCwDnmTQA",1
135,"You want your student loans paid for?…
How about you stop doing drugs, stop going to Starbucks every morning, stop door dashing every meal, stop buying designer clothes, stop going out every weekend and getting drunk.",1
136,"Christobal Picaz-Ochoa has been charged and booked into Harris County Jail, records say. This is what he's accused of doing after he thought two men stole $560,000 and drugs from him.  https://t.co/kQR9yxt5At",1
137,"This is Christine Grady, head of the NIH bioethics - the company that approves drugs for the FDA https://t.co/tap8kjbg6F

And this is her husband. https://t.co/Qp6U6uVF28",1
138,"If you get shot by the cops, you deserve it for resisting. If you have school debt, you don't work hard enough. If you deal drugs or get an abortion, you are unclean and unworthy.

The grace is gone. There's nothing left in the GOP but Pharisees.",1
139,"You want your student loans paid for?…
How about you stop doing drugs, stop going to Starbucks every morning, stop door dashing every meal, stop buying designer clothes, stop going out every weekend and getting drunk.",1
140,"Focusing on the history of therapeutics in a disease area, the next speaker is Markus Stoffel (@ETH_DBIOL, @ETH_en, @Alnylam), speaking on ""The #history of #cholesterol lowering #drugs: from small #molecules to #RNA #therapeutics"" at the summer school on ""#RNA &amp; #Entrepreneurship https://t.co/gpaYGT3pA6",1
141,Why did the left-wing people in high positions not want to allow early treatment of Covid-19?  How many lives could have been saved? There was no money to be made on cheap and safe drugs? https://t.co/fGwvL4Ex54,1
142,"I find it funny when people realize I don’t do drugs. Like yeah bro, I’m just naturally a crack head 😌",1
143,"The story is about a star, Martha, who has been at the top, slid into obscurity after becoming addicted to drink and drugs, which she's now dealing with.  https://t.co/pXMv77Hc2y @RichardCobourne #mystery #thriller #suspense #blackmail #crime #bookreader #reader https://t.co/tNPcsgTOwR",1
144,"Avoid drugs 
#wesupportlawrencebishnoi",1
145,It's official now: Tumiritinga (Minas Gerais) has been freed from drugs https://t.co/AzxYAm7QFR,1
146,@HalfwayPost What illegal drugs do you use before writing this BS?,1
147,"BJP leader #SonaliPhogat's Brother has accused her PA Sudhir for Blackmailing her.

He has accused that Sudhir Raped her by giving her Drugs &amp; then Made her Video.

Copy of Complaint👇 https://t.co/B9vTZ0UcNn",1
148,"no bc for years gerard has talked about their gender dysphoria, and hinted at his fluidity but that was when he was deep into drugs and alcohol. he’s finally healthy, happy and sober and embracing his femininity so much more and this is so important to me",1
149,"In #Tajikistan, @UNODC_HIV together with people who use drugs and with the support of @UNAIDS and @USAID, is organizing a national training to build country capacity to implement an integrated program on #HIV prevention, treatment and care.  #EndingAIDS #EndInequalities #SDG3 https://t.co/6Vmr8rzOau",1
150,"@AA_MLILO101 @Sigujana_ZA These guys many times file for fake bankruptcy &amp; in this case DMX's case was dismissed. I don't think even with their kind of fortunes kids wld cause them to be bankrupt, drugs usually lead to those huge debts.",1
151,"As the IC cont' to be indifferent to the humanitarian crisis in Tigray, Health Staff have resorted to 'using expired drugs to treat chronic conditions' due to little to no medical supplies. #TigrayGenocide #TigrayLivesMatter @JohnHealey_MP @EmilyThornberry https://t.co/PdZyrwenuK",1
152,@Storakatten The 1980s program was called DARE which cops went to schools and talked to kids about drugs and hung out on campus all day...what we see today is just an extension of that...,1
153,@Calcifer118 @YokingStream19 @Complex Drugs? https://t.co/aWTJsI4DZ4,1
154,"Drugs) which true education is when your
An empire there isn't ے⁦نون⁩- . The only loss    ك̷و̷د̶⁩ ⁦̸خ̷ص̸م̴⁩  .   is the best part https://t.co/n5r7OxO9Uc",1
155,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
156,"We fought to lower the price of insulin and prescription drugs. Republicans are fighting to investigate the FBI.

#VoteBlue2022",1
157,"I think part of the problem is that more and more people in their 20's aren't doing drugs and are on twitter/ Reddit/ high on virtue instead.

Smoke some weed in a field, drop some acid and watch trees shimmy &amp; make friends with a seagull, fucking live a little.",1
158,"PCpl Randy Labad, Mobile Patrol PNCO of Ozamiz CPS  designated as Pulis sa Barangay (PSB) conducted barangay visitation and information drive on Anti-Illegal Drugs Campaign and R.A. 11313 otherwise known as “Safe Spaces Act” to three (3) barangay workers https://t.co/1HQh5qIecM",1
159,"PSSg Arnel Campo, Mobile Patrol PNCO of Ozamiz CPS under the direct supervision of PMAJ DENNIS PEÑAS TANO, Officer In-Charge, conducted RECORIDA on Anti-Illegal Drugs Campaign at Barangay Bañadero, Ozamiz City. https://t.co/g4vqRDmY3O",1
160,these drugs they help me cope,1
161,"Drugs by Rail
Welcome to Jail...

#OperationNarcos #DrugFree #WarOnDrugs #DrugFreeNation 
@RailMinIndia @RPFNFR1 https://t.co/7FeuxuU2wp",1
162,Rue stole them drugs. Maddy and Cassie ruined completely. Cal still standing. Ashtray gone and Fez future just in the gutter. Kat finna get sent to boarding school with no warning. Gia still peeking behind doors. It’s getting bad.,1
163,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
164,Now I feel the need to read Purple Hearts ☹️☹️☹️,1
165,"In the Harehills district of Leeds rival African gangs traded blows with machetes. 

The @WestYorksPolice found two blades &amp; a quantity of Class A drugs were recovered.

Always remember the mantra: 

Diversity is our strength. https://t.co/pTCwDnmTQA",1
166,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
167,@thegoodgodabove Drugs were definitely involved,1
168,"@Reuters Biden is doing everything can to buy votes as the democrats know they cannot win in 2022 or 2024 in a fair election! He is keeping the border open allowing drugs that are killing our kids and illegals flow in to get illegals votes! Now paying off student loans to buy votes,cheap!",1
169,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
170,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
171,"Drugs by Rail
Welcome to Jail...

#OperationNarcos #DrugFree #WarOnDrugs #DrugFreeNation 
@RailMinIndia @RPFNFR1 https://t.co/7FeuxuU2wp",1
172,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
173,So it's like drugs? It's better than drugs geremy https://t.co/rvoRqjRhWk,1
174,me when i was 13 and telling my parents it’s better i collect dolls then doing drugs https://t.co/VEQkFingdQ,1
175,"PCI Pharma Services, a Philadelphia company that specializes in packaging and shipping drugs, is dropping anchor in the Bay State.  https://t.co/ZIlMHQgH1R",1
176,Police said they raided the house and found fentanyl in the baby’s bedroom as well as meth and Xanax inside the residence. https://t.co/qgXKi0XPKT,1
177,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
178,"@anujakapurindia In Gujarat, recently 40+ people died due to spurious liquor. BJP is ruling the state right now. 

Life is not so important for bjp but illegal liquor business and money. In recent time, worth 2000 Cr Rs drugs been seized from BJP's boss port.",1
179,Only three conventional drugs are approved to treat alcohol use disorder and there's been no new drug approvals in nearly 20 years. https://t.co/4OkTxAJWp4,1
180,"Opioids are a catch-all term for natural or synthetic drugs derived from or related to the opium poppy. Furthermore, when taken in higher doses, opioids can impair your ability to breathe and, when misused, can result in a fatal overdose. #OverdoseAwarenessDay #Hertfordshire https://t.co/UJ53Zu5oMC",1
181,They had to give Dante drugs to calm him down for his car ride tomorrow and now he’s super high https://t.co/qkxZwFDYnD,1
182,"This is Christine Grady, head of the NIH bioethics - the company that approves drugs for the FDA https://t.co/tap8kjbg6F

And this is her husband. https://t.co/Qp6U6uVF28",1
183,"While #SannaMarin tested negative on drugs, many of her critics definitely tested positive on misogyny.",1
184,"I think many people now believe some children are “born in the wrong body” and need drugs &amp; surgery to correct it. But this is a spiritual, quasi-religious concept that has no basis in science whatsoever.

We are our bodies. “Born in the wrong body” doctrine is harming LGB kids.",1
185,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
186,Suggests the monkey didn’t take it? Wow the war on drugs has really filtered down species. https://t.co/FyJvekr956,1
187,"no bc for years gerard has talked about their gender dysphoria, and hinted at his fluidity but that was when he was deep into drugs and alcohol. he’s finally healthy, happy and sober and embracing his femininity so much more and this is so important to me",1
188,@Storakatten There's  a lot historically going on. In the US There's a historical tradition of policing being local (no federal police)...there is also vestiges of the 1980s War on Drugs when the federal government put a lot of money in funding cops in schools.,1
189,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
190,"The depression screening measures being mandated by health care systems in U.S. were created by Phizer. It’s poorly designed on purpose to sell more drugs. Refuse this bullshit. You don’t have to be screened for depression.. you would know it already.
RESIST",1
191,"@Nneomababyy Ndo'. Eat and rest well while taking drugs, if you're taking drugs.",1
192,"So the Drugs from Amsterdam producer, MauP is Maurice West 🥴🧐  talented bloke",1
193,@Florida_Veteran @PolitiBunny Drugs…,1
194,Mainstream use of hallucinogens is also more common than ever. https://t.co/CiMy3kdIFC via @MorningBrew,1
195,"After chilling with the big boys, you will start chilling with the big drugs. Take care of your life, no one is coming to save you🤦🏻‍♂️",1
196,Managed to act normal and it went fine. Back home now. Just need to tweak the drugs combo next time.,1
197,"@Rasnorok @FoxNews @Jim_Jordan A lot of people didn't want to pay for ""the war on terrorism"" or the "" war on drugs""",1
198,Yet another young star ruined by drugs…😔 https://t.co/CpJttVnLEI https://t.co/183O3w4w0Z,1
199,"Pat Willy Ondo, Mobile Patrol PNCO of Ozamiz CPS under the direct supervision of PMAJ DENNIS PEÑAS TANO, Officer In-Charge, circulated six (6) infographic materials on Anti-Illegal Drugs Campaign to the residents of Barangay Kinuman Norte, Ozamiz City. https://t.co/fbIxD0AOzk",1
200,@apiexv @sovioo7 @IQGodHezi @innobear2x @apievfx No because smoking cigs can come with many bad benefits and it can possibly Lead u to taking drugs n shit pls atleast talk to someone don’t smoke everyday or something even tho I don’t got power to say hey stop smoking but just don’t do it,1
201,@Liverpoolshell And why don’t we talk about Liverpool developments being swamped by drug money? We cannot have a discussion about the bigger picture until we admit that Liverpool is a narco city. So if we tackle drugs then what happens to this already precarious city?,1
202,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
203,"“You take drugs, Danny?” 

“Every day.”

 “Good.”

👉 https://t.co/2MP13x5nBg https://t.co/UAfJQzYDMA",1
204,"Pedophiles pursue kids without penalty. Trans activists traffic puberty-blocking drugs to minors without penalty. Drag queens gyrate for children without penalty.

Penalties only apply if we misgender the perpetrators or ""incite violence"" against them by noticing their crimes. https://t.co/nVTzJYiUKx",1
205,"Y’all was really out here doin HARD drugs bro, weed scares me idk how y’all did or do it.",1
206,"@Odaat28 @ScotNational Yeh AA is a nonsense. Scotland has all the ability to address its problems. Its just shitty policies that turn a blind eye to drugs, or suggesting addiction can't be helped.",1
207,… and they are writing Allopathic drugs in reality. https://t.co/z7sfpCZ2kK,1
208,"""Based on what they said about GERS, we reckon the Nats must be on some seriously hard drugs, Ma'am, so we're raiding the offices of the National now"" https://t.co/GuviqjognG",1
209,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
210,@BenLawrie Best not to misuse the word 'drugs' when talking about drug policy.,1
211,"@philipoconnor @RobertTroyTD https://t.co/hcLjUmmZPk

Working in his dad's post office after doing the leaving at boarding school and his mother the local principal - he really was up against it in getting a mortgage from the local bank in 2002.",1
212,"You want your student loans paid for?…
How about you stop doing drugs, stop going to Starbucks every morning, stop door dashing every meal, stop buying designer clothes, stop going out every weekend and getting drunk.",1
213,"https://t.co/ZkhgBOi8Jc
Human Rights Writers Association of Nigeria, HURIWA, has insisted that all candidates vying for various offices in the forthcoming general elections should be tested for drugs. https://t.co/3A7GDDottk",1
214,@LebUpdate Haram!  He should stick to the honourable tradition of dealing drugs,1
215,"@DIlluminations Desert, Nevada, struggles with drugs and alcohol, offbeat love affair, wild at times, literary novel, Kindle (unlimited) and paperback ~ https://t.co/06HRe1JEAX",1
216,India is facing a massive shortage of life-saving HIV drugs https://t.co/Ss7RM1ARBS,1
217,Rue stole them drugs. Maddy and Cassie ruined completely. Cal still standing. Ashtray gone and Fez future just in the gutter. Kat finna get sent to boarding school with no warning. Gia still peeking behind doors. It’s getting bad.,1
218,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
219,"Pedophiles pursue kids without penalty. Trans activists traffic puberty-blocking drugs to minors without penalty. Drag queens gyrate for children without penalty.

Penalties only apply if we misgender the perpetrators or ""incite violence"" against them by noticing their crimes. https://t.co/nVTzJYiUKx",1
220,"@LindseyBoylan @nytimes low pulse during stress? Drugs or psychopath, or both.",1
221,@louis1874jones @EuropaLeague Enjoy spending my tax contributions on cheap cider and hard drugs,1
222,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
223,"@winzigwinsbig I think breaking bad is just a terrible show in general. It glorifies drugs and I think that’s very problematic, can we as a society cancel this show. Thanksssss",1
224,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
225,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
226,"@123itsmeMary @SonofMasaba @akho_m @Lehz227 @ZwaneSiguqa Yes, ""DAYS OFF"" because you have access to EMPLOYMENT and no shortage of hospitals, drugs and food. That is not the case here in sub- Saharan Africa, ma'am. Most people live hand to mouth. Some die of Cancer without it ever being diagnosed because dololo cancer screening 💔",1
227,This is BEAUTIFUL. https://t.co/nfTRqkd3aU,1
228,"This is Christine Grady, head of the NIH bioethics - the company that approves drugs for the FDA https://t.co/tap8kjbg6F

And this is her husband. https://t.co/Qp6U6uVF28",1
229,"Multiple witnesses and a literal RN said AH was high on drugs and vomited at Cochella. But AH decided perjury was the way out in order to maintain her “darling, innocent victim”  facade. She blatantly lied. Multiple times. Where is the credibility in that? #AmberHeardlsALiar",1
230,"In the Harehills district of Leeds rival African gangs traded blows with machetes. 

The @WestYorksPolice found two blades &amp; a quantity of Class A drugs were recovered.

Always remember the mantra: 

Diversity is our strength. https://t.co/pTCwDnmTQA",1
231,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
232,Did you know that 50% of teenagers have misused a drug at least once? What can you do? Educate yourself and youth around you on the truth about drugs 👉 https://t.co/Yd1tUVwCql https://t.co/FhYXsn0mCo,1
233,"Canadians pay half their income in taxes, wait 2 years to see a specialist, and bleed for 18 hours in an ER next to a dozen addicts looking for free drugs, and then rave about how awesome it is that they have ""free healthcare"".",1
234,"In the Harehills district of Leeds rival African gangs traded blows with machetes. 

The @WestYorksPolice found two blades &amp; a quantity of Class A drugs were recovered.

Always remember the mantra: 

Diversity is our strength. https://t.co/pTCwDnmTQA",1
235,"@AdvoBarryRoux Our Ubuntu brought us drugs.
Our Ubuntu brought us Human trafficking.
Our Ubuntu made it possible for our hijacked cars to cross illegal to Zimbabwe and Mozambique.
Our Ubuntu brought us car spikes.
Our Ubuntu made us lose Kasi economy.🇿🇦",1
236,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
237,@Donlyacquire @Iamadee4 @abbyyyy_xx @BLAQ5nboy He takes drugs,1
238,@DeathBattleBot Rock does not get affected by drugs so it takes an ez W,1
239,"Lance Dyer, delivering Truth About Drugs materials to a local school in Alabama where they will teach kids the knowledge they need to decide to live drug-free. https://t.co/shJFYw2DkT",1
240,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
241,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
242,@proudtarakian99 @purijagan Mani sir was on drugs it seems,1
243,"Say No To Drugs 

The drug menace is a threat to every progressive society. 

With an aim to motivate youth &amp; stop drug usage in #Southkashmir, #IndianArmy organized an awareness drive on drug abuse &amp; its illicit trafficking.

#Kashmir #HealthForAll  
@valuerupee @saliamma91 https://t.co/vsE1lCCsSu",1
244,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
245,"OUR DRUG CULTURE
Drugs have been part of our culture since the middle of the last century. Popularized by music and mass media, they invade all aspects of society. You probably know someone who has been affected by drugs, directly or indirectly.
https://t.co/kFapuWKj7z https://t.co/zgzgzATXFi",1
246,@joncoopertweets You’re on drugs,1
247,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
248,"Trump administration quietly invoked a World War I-era law to give US companies special authority to seize virtually any patent they wished without authorization, to produce Covid drugs, vaccines and tests, i.e. basically an #IPwaiver⁦! @KEI_DC⁩  https://t.co/MqPA3Ud79z",1
249,"We fought to lower the price of insulin and prescription drugs. Republicans are fighting to investigate the FBI.

#VoteBlue2022",1
250,@ScotNational Nats know all about drugs. You tell us.,1
