sl_no,text,Label
158,"PCpl Randy Labad, Mobile Patrol PNCO of Ozamiz CPS  designated as Pulis sa Barangay (PSB) conducted barangay visitation and information drive on Anti-Illegal Drugs Campaign and R.A. 11313 otherwise known as “Safe Spaces Act” to three (3) barangay workers https://t.co/1HQh5qIecM",1
159,"PSSg Arnel Campo, Mobile Patrol PNCO of Ozamiz CPS under the direct supervision of PMAJ DENNIS PEÑAS TANO, Officer In-Charge, conducted RECORIDA on Anti-Illegal Drugs Campaign at Barangay Bañadero, Ozamiz City. https://t.co/g4vqRDmY3O",1
160,these drugs they help me cope,1
161,"Drugs by Rail
Welcome to Jail...

#OperationNarcos #DrugFree #WarOnDrugs #DrugFreeNation 
@RailMinIndia @RPFNFR1 https://t.co/7FeuxuU2wp",1
162,Rue stole them drugs. Maddy and Cassie ruined completely. Cal still standing. Ashtray gone and Fez future just in the gutter. Kat finna get sent to boarding school with no warning. Gia still peeking behind doors. It’s getting bad.,1
163,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
164,Now I feel the need to read Purple Hearts ☹️☹️☹️,1
165,"In the Harehills district of Leeds rival African gangs traded blows with machetes. 

The @WestYorksPolice found two blades &amp; a quantity of Class A drugs were recovered.

Always remember the mantra: 

Diversity is our strength. https://t.co/pTCwDnmTQA",1
166,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
167,@thegoodgodabove Drugs were definitely involved,1
168,"@Reuters Biden is doing everything can to buy votes as the democrats know they cannot win in 2022 or 2024 in a fair election! He is keeping the border open allowing drugs that are killing our kids and illegals flow in to get illegals votes! Now paying off student loans to buy votes,cheap!",1
169,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
170,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
171,"Drugs by Rail
Welcome to Jail...

#OperationNarcos #DrugFree #WarOnDrugs #DrugFreeNation 
@RailMinIndia @RPFNFR1 https://t.co/7FeuxuU2wp",1
172,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
173,So it's like drugs? It's better than drugs geremy https://t.co/rvoRqjRhWk,1
174,me when i was 13 and telling my parents it’s better i collect dolls then doing drugs https://t.co/VEQkFingdQ,1
175,"PCI Pharma Services, a Philadelphia company that specializes in packaging and shipping drugs, is dropping anchor in the Bay State.  https://t.co/ZIlMHQgH1R",1
176,Police said they raided the house and found fentanyl in the baby’s bedroom as well as meth and Xanax inside the residence. https://t.co/qgXKi0XPKT,1
177,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
178,"@anujakapurindia In Gujarat, recently 40+ people died due to spurious liquor. BJP is ruling the state right now. 

Life is not so important for bjp but illegal liquor business and money. In recent time, worth 2000 Cr Rs drugs been seized from BJP's boss port.",1
179,Only three conventional drugs are approved to treat alcohol use disorder and there's been no new drug approvals in nearly 20 years. https://t.co/4OkTxAJWp4,1
180,"Opioids are a catch-all term for natural or synthetic drugs derived from or related to the opium poppy. Furthermore, when taken in higher doses, opioids can impair your ability to breathe and, when misused, can result in a fatal overdose. #OverdoseAwarenessDay #Hertfordshire https://t.co/UJ53Zu5oMC",1
181,They had to give Dante drugs to calm him down for his car ride tomorrow and now he’s super high https://t.co/qkxZwFDYnD,1
182,"This is Christine Grady, head of the NIH bioethics - the company that approves drugs for the FDA https://t.co/tap8kjbg6F

And this is her husband. https://t.co/Qp6U6uVF28",1
183,"While #SannaMarin tested negative on drugs, many of her critics definitely tested positive on misogyny.",1
184,"I think many people now believe some children are “born in the wrong body” and need drugs &amp; surgery to correct it. But this is a spiritual, quasi-religious concept that has no basis in science whatsoever.

We are our bodies. “Born in the wrong body” doctrine is harming LGB kids.",1
185,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
186,Suggests the monkey didn’t take it? Wow the war on drugs has really filtered down species. https://t.co/FyJvekr956,1
187,"no bc for years gerard has talked about their gender dysphoria, and hinted at his fluidity but that was when he was deep into drugs and alcohol. he’s finally healthy, happy and sober and embracing his femininity so much more and this is so important to me",1
188,@Storakatten There's  a lot historically going on. In the US There's a historical tradition of policing being local (no federal police)...there is also vestiges of the 1980s War on Drugs when the federal government put a lot of money in funding cops in schools.,1
189,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
190,"The depression screening measures being mandated by health care systems in U.S. were created by Phizer. It’s poorly designed on purpose to sell more drugs. Refuse this bullshit. You don’t have to be screened for depression.. you would know it already.
RESIST",1
191,"@Nneomababyy Ndo'. Eat and rest well while taking drugs, if you're taking drugs.",1
192,"So the Drugs from Amsterdam producer, MauP is Maurice West 🥴🧐  talented bloke",1
193,@Florida_Veteran @PolitiBunny Drugs…,1
194,Mainstream use of hallucinogens is also more common than ever. https://t.co/CiMy3kdIFC via @MorningBrew,1
195,"After chilling with the big boys, you will start chilling with the big drugs. Take care of your life, no one is coming to save you🤦🏻‍♂️",1
196,Managed to act normal and it went fine. Back home now. Just need to tweak the drugs combo next time.,1
197,"@Rasnorok @FoxNews @Jim_Jordan A lot of people didn't want to pay for ""the war on terrorism"" or the "" war on drugs""",1
198,Yet another young star ruined by drugs…😔 https://t.co/CpJttVnLEI https://t.co/183O3w4w0Z,1
199,"Pat Willy Ondo, Mobile Patrol PNCO of Ozamiz CPS under the direct supervision of PMAJ DENNIS PEÑAS TANO, Officer In-Charge, circulated six (6) infographic materials on Anti-Illegal Drugs Campaign to the residents of Barangay Kinuman Norte, Ozamiz City. https://t.co/fbIxD0AOzk",1
200,@apiexv @sovioo7 @IQGodHezi @innobear2x @apievfx No because smoking cigs can come with many bad benefits and it can possibly Lead u to taking drugs n shit pls atleast talk to someone don’t smoke everyday or something even tho I don’t got power to say hey stop smoking but just don’t do it,1
201,@Liverpoolshell And why don’t we talk about Liverpool developments being swamped by drug money? We cannot have a discussion about the bigger picture until we admit that Liverpool is a narco city. So if we tackle drugs then what happens to this already precarious city?,1
202,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
203,"“You take drugs, Danny?” 

“Every day.”

 “Good.”

👉 https://t.co/2MP13x5nBg https://t.co/UAfJQzYDMA",1
204,"Pedophiles pursue kids without penalty. Trans activists traffic puberty-blocking drugs to minors without penalty. Drag queens gyrate for children without penalty.

Penalties only apply if we misgender the perpetrators or ""incite violence"" against them by noticing their crimes. https://t.co/nVTzJYiUKx",1
205,"Y’all was really out here doin HARD drugs bro, weed scares me idk how y’all did or do it.",1
206,"@Odaat28 @ScotNational Yeh AA is a nonsense. Scotland has all the ability to address its problems. Its just shitty policies that turn a blind eye to drugs, or suggesting addiction can't be helped.",1
207,… and they are writing Allopathic drugs in reality. https://t.co/z7sfpCZ2kK,1
208,"""Based on what they said about GERS, we reckon the Nats must be on some seriously hard drugs, Ma'am, so we're raiding the offices of the National now"" https://t.co/GuviqjognG",1
209,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
210,@BenLawrie Best not to misuse the word 'drugs' when talking about drug policy.,1
211,"@philipoconnor @RobertTroyTD https://t.co/hcLjUmmZPk

Working in his dad's post office after doing the leaving at boarding school and his mother the local principal - he really was up against it in getting a mortgage from the local bank in 2002.",1
212,"You want your student loans paid for?…
How about you stop doing drugs, stop going to Starbucks every morning, stop door dashing every meal, stop buying designer clothes, stop going out every weekend and getting drunk.",1
213,"https://t.co/ZkhgBOi8Jc
Human Rights Writers Association of Nigeria, HURIWA, has insisted that all candidates vying for various offices in the forthcoming general elections should be tested for drugs. https://t.co/3A7GDDottk",1
214,@LebUpdate Haram!  He should stick to the honourable tradition of dealing drugs,1
215,"@DIlluminations Desert, Nevada, struggles with drugs and alcohol, offbeat love affair, wild at times, literary novel, Kindle (unlimited) and paperback ~ https://t.co/06HRe1JEAX",1
216,India is facing a massive shortage of life-saving HIV drugs https://t.co/Ss7RM1ARBS,1
217,Rue stole them drugs. Maddy and Cassie ruined completely. Cal still standing. Ashtray gone and Fez future just in the gutter. Kat finna get sent to boarding school with no warning. Gia still peeking behind doors. It’s getting bad.,1
218,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
219,"Pedophiles pursue kids without penalty. Trans activists traffic puberty-blocking drugs to minors without penalty. Drag queens gyrate for children without penalty.

Penalties only apply if we misgender the perpetrators or ""incite violence"" against them by noticing their crimes. https://t.co/nVTzJYiUKx",1
220,"@LindseyBoylan @nytimes low pulse during stress? Drugs or psychopath, or both.",1
221,@louis1874jones @EuropaLeague Enjoy spending my tax contributions on cheap cider and hard drugs,1
222,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
223,"@winzigwinsbig I think breaking bad is just a terrible show in general. It glorifies drugs and I think that’s very problematic, can we as a society cancel this show. Thanksssss",1
224,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
225,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
226,"@123itsmeMary @SonofMasaba @akho_m @Lehz227 @ZwaneSiguqa Yes, ""DAYS OFF"" because you have access to EMPLOYMENT and no shortage of hospitals, drugs and food. That is not the case here in sub- Saharan Africa, ma'am. Most people live hand to mouth. Some die of Cancer without it ever being diagnosed because dololo cancer screening 💔",1
227,This is BEAUTIFUL. https://t.co/nfTRqkd3aU,1
228,"This is Christine Grady, head of the NIH bioethics - the company that approves drugs for the FDA https://t.co/tap8kjbg6F

And this is her husband. https://t.co/Qp6U6uVF28",1
229,"Multiple witnesses and a literal RN said AH was high on drugs and vomited at Cochella. But AH decided perjury was the way out in order to maintain her “darling, innocent victim”  facade. She blatantly lied. Multiple times. Where is the credibility in that? #AmberHeardlsALiar",1
230,"In the Harehills district of Leeds rival African gangs traded blows with machetes. 

The @WestYorksPolice found two blades &amp; a quantity of Class A drugs were recovered.

Always remember the mantra: 

Diversity is our strength. https://t.co/pTCwDnmTQA",1
231,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
232,Did you know that 50% of teenagers have misused a drug at least once? What can you do? Educate yourself and youth around you on the truth about drugs 👉 https://t.co/Yd1tUVwCql https://t.co/FhYXsn0mCo,1
233,"Canadians pay half their income in taxes, wait 2 years to see a specialist, and bleed for 18 hours in an ER next to a dozen addicts looking for free drugs, and then rave about how awesome it is that they have ""free healthcare"".",1
234,"In the Harehills district of Leeds rival African gangs traded blows with machetes. 

The @WestYorksPolice found two blades &amp; a quantity of Class A drugs were recovered.

Always remember the mantra: 

Diversity is our strength. https://t.co/pTCwDnmTQA",1
235,"@AdvoBarryRoux Our Ubuntu brought us drugs.
Our Ubuntu brought us Human trafficking.
Our Ubuntu made it possible for our hijacked cars to cross illegal to Zimbabwe and Mozambique.
Our Ubuntu brought us car spikes.
Our Ubuntu made us lose Kasi economy.🇿🇦",1
236,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
237,@Donlyacquire @Iamadee4 @abbyyyy_xx @BLAQ5nboy He takes drugs,1
238,@DeathBattleBot Rock does not get affected by drugs so it takes an ez W,1
239,"Lance Dyer, delivering Truth About Drugs materials to a local school in Alabama where they will teach kids the knowledge they need to decide to live drug-free. https://t.co/shJFYw2DkT",1
240,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
241,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
242,@proudtarakian99 @purijagan Mani sir was on drugs it seems,1
243,"Say No To Drugs 

The drug menace is a threat to every progressive society. 

With an aim to motivate youth &amp; stop drug usage in #Southkashmir, #IndianArmy organized an awareness drive on drug abuse &amp; its illicit trafficking.

#Kashmir #HealthForAll  
@valuerupee @saliamma91 https://t.co/vsE1lCCsSu",1
244,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
245,"OUR DRUG CULTURE
Drugs have been part of our culture since the middle of the last century. Popularized by music and mass media, they invade all aspects of society. You probably know someone who has been affected by drugs, directly or indirectly.
https://t.co/kFapuWKj7z https://t.co/zgzgzATXFi",1
246,@joncoopertweets You’re on drugs,1
247,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
248,"Trump administration quietly invoked a World War I-era law to give US companies special authority to seize virtually any patent they wished without authorization, to produce Covid drugs, vaccines and tests, i.e. basically an #IPwaiver⁦! @KEI_DC⁩  https://t.co/MqPA3Ud79z",1
249,"We fought to lower the price of insulin and prescription drugs. Republicans are fighting to investigate the FBI.

#VoteBlue2022",1
250,@ScotNational Nats know all about drugs. You tell us.,1
251,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
252,Did you know that marijuana and hallucinogen use reported by 19 to 30 years old increased significantly in 2021 compared to five and 10 years ago? What can you do? Get involved and reach kids before dealers do 👉 https://t.co/72mXV7xphP https://t.co/lk6MeL38m4,1
253,@BrandonLewis @trussliz @Conservatives What’s she delivering? A turd in a bag? Class A drugs? A Deliveroo?,1
254,@mp3kisses cause u on drugs,1
255,"@LifeBeL0w @simoncooper32 @Mohamme90939901 This all stinks of being arranged. Its not just those escaping povrty, its to make lots of money, through drugs,,kids, beatings, mafia, the govt know it, the people know it.
A new independent party is whats needed. https://t.co/F0aSuxFw9L",1
256,"If you sell drugs, take drugs or are any part of this criminal chain I expect you must be feeling uncomfortable that you played an active part in a group that is murdering innocent people in Liverpool.

The knock on effect of your actions led to a 9 year old girl being shot dead.",1
257,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
258,"@Mark_doodle @JuliaHB1 If you need drugs and surgery to be your ‘authentic self’, then maybe, just maybe, that’s not your authentic self.",1
259,"@washingtonpost ""Menstruating people"". Are you on drugs? Quite insulting.",1
260,Addiction to a person is more dangerous than drugs.,1
261,"Rebuild? It was great financially under Trump! Now? Your stupid self is billing every American taxpayer $2000 to pay someone else's debt. Inflation, higher taxes, 401(k)s tanking, high gas prices, trafficking on our border, drugs flowing in....""Today is a day of joy and relief."" https://t.co/zH5WJmNKKe",1
262,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
263,"@RonFilipkowski This is your brain...  this is your brain on drugs...  and this is your brain after a long addiction, it just is broken...",1
264,@RonFilipkowski He’s back in drugs. Poor Mike.,1
265,@OhNoSheTwitnt “This is Clegaine. This is Clegaine on drugs.”,1
266,It's official now: Tumiritinga (Minas Gerais) has been freed from drugs https://t.co/AzxYAm7QFR,1
267,[WATCH] Why SA’s running out of drugs to treat this superbug https://t.co/j5T291KKFQ via @Bhekisisa_MG #SouthAfrica,1
268,@YGTECK_AFTM them drugs? 😂😂😂,1
269,"Downloadable PDF - https://t.co/Flrg6vq2Ft

Patients shouldn't have to be treated differently, the guidance is set for all controlled drugs. If you're a patient and an officer is not complying with these guidances, show them this letter or https://t.co/aBPH66yPwQ",1
270,"Pedophiles pursue kids without penalty. Trans activists traffic puberty-blocking drugs to minors without penalty. Drag queens gyrate for children without penalty.

Penalties only apply if we misgender the perpetrators or ""incite violence"" against them by noticing their crimes. https://t.co/nVTzJYiUKx",1
271,"@talkSPORT @Tyson_Fury This is the same guy who has repeatedly spoken up for he’s buddy Daniel Kinahan who has supplied drugs, trafficked women and destroyed family’s…",1
272,Novartis to separate generic drugs division Sandoz to create standalone company https://t.co/P6kNes7p81 #Novartis #Sandoz #NovartisInnovativeMedicines,1
273,(3) Criminal exploitation doesn’t just affect boys. Girls are being targeted by criminal networks to run drugs using public transport as they’re less likely to be spotted in the community.  #childexploitation #operationhenderson,1
274,Yet another young star ruined by drugs…😔 https://t.co/CpJttVnLEI https://t.co/183O3w4w0Z,1
275,"Our Ubuntu brought us drugs.
Our Ubuntu brought us Human trafficking.
Our Ubuntu made it possible for our hijacked cars to cross illegal to Zimbabwe and Mozambique.
Our Ubuntu brought us car spikes.
Our Ubuntu made us lose Kasi economy.🇿🇦",1
276,Rue stole them drugs. Maddy and Cassie ruined completely. Cal still standing. Ashtray gone and Fez future just in the gutter. Kat finna get sent to boarding school with no warning. Gia still peeking behind doors. It’s getting bad.,1
277,"These two fcking little idiots are fawned over by the UK MSM, 
His claim to fame is record numbers of knife and violent crimes
Her claim to fame is highest number of drugs deaths and destroying Scotland....
Everything wrong in the UK 👇 https://t.co/k0D6DNGHrB",1
278,"@JaKephas Drugs are drugs I guess. From my POV poor drug use, or betterment of drug use is a complex, highly debatable and polyhedral topic. I am afraid I have no answers on that.",1
279,@FranWright2 Only the rubbish drugs.... https://t.co/uMbXJFhvXm,1
280,I’ll never understand how a cup of coffee makes my pass out and not be able to breathe but 10 kilos of drugs don’t,1
281,"Our Ubuntu brought us drugs.
Our Ubuntu brought us Human trafficking.
Our Ubuntu made it possible for our hijacked cars to cross illegal to Zimbabwe and Mozambique.
Our Ubuntu brought us car spikes.
Our Ubuntu made us lose Kasi economy.🇿🇦",1
282,"In the Harehills district of Leeds rival African gangs traded blows with machetes. 

The @WestYorksPolice found two blades &amp; a quantity of Class A drugs were recovered.

Always remember the mantra: 

Diversity is our strength. https://t.co/pTCwDnmTQA",1
283,@plentyofalcoves @DelaneyLJordan The thing about Electrochemistry is that Kim would be disappointed in me if I embraced Drugs and I simply cannot allow this to occur,1
284,"Once again I’ve been told I’m a ‘liar’ as well as being accused of ‘chasing likes’ 🤦🏻‍♀️
For anyone who genuinely believes I somehow ‘enjoyed’ the fact my partner got injured, you’re a cretin. We have a duty to report the truth. His arm after clot-buster drugs👇🏻 https://t.co/G4rcuxDE7Q",1
285,"Don’t worry! I did all the drugs so you don’t have to and you’re welcome. 

Good morning!",1
286,Drugs related?   Mayhem on city's streets as rivals battle each other with 4ft machetes https://t.co/LtVM1y6qfM via @MailOnline,1
287,"We fought to lower the price of insulin and prescription drugs. Republicans are fighting to investigate the FBI.

#VoteBlue2022",1
288,"I don't buy the ""it was performance-enhancing drugs"" angle because this was not happening prior to about a year and a half ago, so....nice try...",1
289,"You know what I think? These drugs are good - that's why you're not allowed to have them - let's start by being honest - only our government intelligence and military deserve access to these medicines, and that will improve society.",1
290,"Pedophiles pursue kids without penalty. Trans activists traffic puberty-blocking drugs to minors without penalty. Drag queens gyrate for children without penalty.

Penalties only apply if we misgender the perpetrators or ""incite violence"" against them by noticing their crimes. https://t.co/nVTzJYiUKx",1
291,"Yeah . . . I Believe This Photo Sums It Up Pretty Well. 
She's Always Drunk . . . She's Always On Drugs . . . 
And She's Definitely Always Full Of Shit LOL @SpeakerPelosi https://t.co/vVfRBsMbMA",1
292,"Health workers are using expired drugs to treat chronic conditions, while tens of thousands of patients with diabetes, cancer, and HIV haven’t been treated in months.
#EndTigraySiege #SupportS3199 @SenTomCotton @JohnBoozman @CaptMarkKelly @SenDanSullivan",1
293,@breannastewart @WhiteHouse @POTUS @VP She wasn't wrongfully anything. She was detained for taking DRUGS into RUSSIA!!!!,1
294,"@Chad1689 @_nomadic_soul @marineg25098360 They like to argue that a hierarchy in marriage causes abuse. But Patriarchy is not the cause. There’s no single cause for abuse. There are contributing factors and most of the time with DV, or SA alcohol and drugs are involved.",1
295,Drugs related?   Mayhem on city's streets as rivals battle each other with 4ft machetes https://t.co/LtVM1y6qfM via @MailOnline,1
296,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
297,Lol my brother is like an old man HHAHAHHAAH,1
298,"This is Christine Grady, head of the NIH bioethics - the company that approves drugs for the FDA https://t.co/tap8kjbg6F

And this is her husband. https://t.co/Qp6U6uVF28",1
299,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
300,@donna_spackman @RiegerReport All he is doing is buying votes for the next election! It’s like giving your drug addict son money when you know all he’s gonna do is use it towards drugs!,1
301,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
302,She must be on drugs!!! THIS IS VILE......END OF!!!!!!!!!!!!!!!!!😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡 https://t.co/10wFtpZQOs,1
303,"If you are a fan of BITTERS. Please see this

Some bitters are being laced with hard drugs. The NAFDAC has declared JAPATA and KURKURA bitters as deadly

Some of these bitters are laced with Cannabis, Tobacco and other dangerous drugs that can destroy the liver , kidney, &amp; organs https://t.co/JTd39ifzzD",1
304,Yet another young star ruined by drugs…😔 https://t.co/CpJttVnLEI https://t.co/183O3w4w0Z,1
305,Rue stole them drugs. Maddy and Cassie ruined completely. Cal still standing. Ashtray gone and Fez future just in the gutter. Kat finna get sent to boarding school with no warning. Gia still peeking behind doors. It’s getting bad.,1
306,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
307,"NDLEA destroys illegal drugs worth N2 billion in A’Ibom

via Jokes Naija https://t.co/TGjpSpwIFl",1
308,"@markdoore @cspanwj If your financial sensibility includes taking out loans you can't afford to pay back, then it stands to reason the extra $10-20k will simply be p!ssed away on drugs, trips and other ""fun things""",1
309,"Once again I’ve been told I’m a ‘liar’ as well as being accused of ‘chasing likes’ 🤦🏻‍♀️
For anyone who genuinely believes I somehow ‘enjoyed’ the fact my partner got injured, you’re a cretin. We have a duty to report the truth. His arm after clot-buster drugs👇🏻 https://t.co/G4rcuxDE7Q",1
310,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
311,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
312,"Thailand Had Notoriously Harsh Drug Laws. Now Weed Is Legal—and That's Making Things Complicated - Bangkok Post

https://t.co/cN8FHnGEVF

Today, tourists strolling the Thai capital have their pick of dozens of shops and stalls emblazoned with neon marijuana leaves",1
313,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
314,"@LBC @TomSwarbrick1 That really isn't how it works. I used illegal drugs for many years and was never offered ""something stronger""",1
315,@UntidyMusic @LBC @TomSwarbrick1 Not that simple. Taxing drugs= more expensive drugs so people will go to the black market to get it. Businesses won't make money because taxation would be so high so you'd end up with gangs still selling drugs but with more licence to do so.,1
316,Rue stole them drugs. Maddy and Cassie ruined completely. Cal still standing. Ashtray gone and Fez future just in the gutter. Kat finna get sent to boarding school with no warning. Gia still peeking behind doors. It’s getting bad.,1
317,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
318,"Pedophiles pursue kids without penalty. Trans activists traffic puberty-blocking drugs to minors without penalty. Drag queens gyrate for children without penalty.

Penalties only apply if we misgender the perpetrators or ""incite violence"" against them by noticing their crimes. https://t.co/nVTzJYiUKx",1
319,"Dear @jkenney There is not a border control officer, a police officer, a judge, a drug policy expert, or even a DEA official who seriously thinks that increasing border security will stop drug deaths. In fact, deadly drugs are here because of prohibition. @MySafeSociety https://t.co/5O0ewHj9K6",1
320,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
321,"In the Harehills district of Leeds rival African gangs traded blows with machetes. 

The @WestYorksPolice found two blades &amp; a quantity of Class A drugs were recovered.

Always remember the mantra: 

Diversity is our strength. https://t.co/pTCwDnmTQA",1
322,@Hugs4drugs111 I have drugs too🤪,1
323,"@PatRyanUC @denisemlowe6 They want to restrict and remove 
your right to vote

What Books you can read.

What Religion you follow.

What is taught in schools

Who you can Love and Marry.

Want to take away your Social Security and Medicare.

Lowering the Price of Drugs. https://t.co/Cx28rYBIdx",1
324,"In the Harehills district of Leeds rival African gangs traded blows with machetes. 

The @WestYorksPolice found two blades &amp; a quantity of Class A drugs were recovered.

Always remember the mantra: 

Diversity is our strength. https://t.co/pTCwDnmTQA",1
325,Yet another young star ruined by drugs…😔 https://t.co/CpJttVnLEI https://t.co/183O3w4w0Z,1
326,"On Tuesday, 23 August, Scott Bennett (41) was sentenced to four years and eight months in prison at the High Court in Glasgow after pleading guilty to his involvement in serious and organised crime and supply of controlled drugs

Full release here - https://t.co/aZbPJSpYbn https://t.co/bFT88hoQU6",1
327,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
328,"I have taken ‘Say Yes to Life, No to Drugs’ Pledge and committed myself to consciously cooperate in stopping the drug abuse and stay away from drugs to live a healthy life. You can also take the pledge at  https://t.co/I8WcWRddtH https://t.co/4lRtb0qNsJ via @mygovindia",1
329,"If the Doctors get 5star hotels, flights &amp; transfers paid for a drug funded conference on autoimmune drugs. Then I wonder what the people of real influence @ policy level get? @pfizer",1
330,"@ellen_malunga @BrianChandi1 @Kennythecopyboj @Liya_Bukwa @daddyhope @tfkurebwa @PhophiRamathuba Ur government has enuf money to control ur borders &amp;raise police &amp; immigration officers salary but ask urself y its not doing dat.Thats why foreigners still bribing them,luk at jolof boys who sell drugs they carry their drugs using police,So dnt give urself BP focus on ur life",1
331,Glad I've got my prescription time to get messy with legal drugs after worst night for a long time I even bought alcohol to deal with it.,1
332,"@Bekkethatiswack Drugs don’t even work on me anymore, my meds too strong 😑",1
333,@David__Osland Politicians said wonder why drugs smuggling and crime in general is high.  That is because a lot of people are working for virtually nothing and see no other way of getting the amounts of money that the ones at the higher paid have.  It’s wrong but I can see why.,1
334,"no bc for years gerard has talked about their gender dysphoria, and hinted at his fluidity but that was when he was deep into drugs and alcohol. he’s finally healthy, happy and sober and embracing his femininity so much more and this is so important to me",1
335,"Drugs can make you one, whom you never wanted to become!
#SocialReintegration #facebookhacked #commisionersghazi https://t.co/7lJVxXNUla",1
336,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
337,Rue stole them drugs. Maddy and Cassie ruined completely. Cal still standing. Ashtray gone and Fez future just in the gutter. Kat finna get sent to boarding school with no warning. Gia still peeking behind doors. It’s getting bad.,1
338,"El Hijo de Puta de Obrador 
Guilty of traffic of Drugs 
with BIDEN CIA MEX ARMY 
Mexican Policemen get Harm &amp; Harm &amp; Harm
El Cerdo de Obrador 
is to Busy 
Fire Bombs around my Temple 
with 666 Criados 
Biden Involve
The Bible Beast  
 https://t.co/IuWXZICqRv",1
339,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
340,"For those who really think taking your drugs at the specified time &amp; duration is not important, you need to watch this video🤯

This is what Happens when you don't complete the dose of your Antibiotics or Antimalarials because you feel you are ok already.
 https://t.co/I3yA898pO1",1
341,College loans are predatory but there is nothing predatory about giving chemical castration drugs to a 12 year old. Legal adults cannot be expected to understand the terms of their loans but 4 year olds can be expected to choose their own gender.,1
342,"If you are a fan of BITTERS. Please see this

Some bitters are being laced with hard drugs. The NAFDAC has declared JAPATA and KURKURA bitters as deadly

Some of these bitters are laced with Cannabis, Tobacco and other dangerous drugs that can destroy the liver , kidney, &amp; organs https://t.co/JTd39ifzzD",1
343,Yet another young star ruined by drugs…😔 https://t.co/CpJttVnLEI https://t.co/183O3w4w0Z,1
344,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
345,congratulations to drugs for winning the war on drugs https://t.co/tUTgh2gJ2n,1
346,"Doctors: Assume all illegal drugs are laced with fentanyl, other poisonous substances https://t.co/Q7XU1egzGY",1
347,"In the Harehills district of Leeds rival African gangs traded blows with machetes. 

The @WestYorksPolice found two blades &amp; a quantity of Class A drugs were recovered.

Always remember the mantra: 

Diversity is our strength. https://t.co/pTCwDnmTQA",1
348,i belong to the 1% of the population that do not take any drugs or drink alcohol,1
349,"@AlpacaAurelius have you checked out moreplatesmoredates on youtube for this topic? he seems to be almost genius regarding the body, drugs and interactions. shills big 3 for hair loss.",1
350,"Drugs can make you one, whom you never wanted to become!
#SocialReintegration #facebookhacked #commisionersghazi https://t.co/7lJVxXNUla",1
351,"#Shussy
It's a love story for the new age, for the six page，
We're on a quick, sick rampage。
Wining and dining, drinking and driving，Excessive buying, overdose and dying，
On our drugs and our love and our dreams and our rage，
Blurring the lines between real and the fake. https://t.co/fgqpXQ4OTu",1
352,"“How will I spend the Sh57 million in a day just for a celebration while we have no drugs in hospitals, no water at our homes and stalled health care facilities,” Arati.

lee njiru, saitabao, toto, uhuru, raymond moi, shollei, dynasties, first lady https://t.co/5bDA7K92K5",1
